height(%)           zoom
0,017046512430564630 31,948041120030002
0,048355658794226805 10,699332964777032
0,073537793380961270 8,912351516539072
0,117437988335971940 5,159785242469508
0,186369980092328470 3,58318394851711
0,180993399698321620 3,58318394851711
0,236103149678278060 2,9859864945595955


height=x f(x)
135,42761611516107 31,096143095456245
384,1660646337468 10,041138054051801
508,1072503672958 8,191509993899924
374,6822918382277 10,966134650316462
290,0517529399194 13,814962578291968
307,8198901838432 13,34052305600683
378,89021572514775 10,589521146523417
499,6614552902183 8,431400415425292
469,0645153942387 8,612661895461477
494,8707511051912 8,006904955596395
453,10971840013417 9,26423558403011
415,5072890081824 9,75537971877636
932,9971081465355 4,454148317585708
1480,6337790291373 2,815088262127836
1437,9190320345378 2,9196329876947096
1875,7436072893624 2,6733595328088593
1726,3293633255662 3,0465192021547463
959,2103246385814 4,747644590919464
1868,8480999999992 2,7142861434297734
643,8647976286866 6,394508285006752
675,1703104755402 6,1842932028495445

